title,published,source,summary,link,country
Global cultural leaders gather in Seoul to chart sustainable future for arts,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Cultural leaders from around the world are gathering this week in Seoul for the 10th World Summit on Arts and Culture to discuss the global challenges facing the cultural and creative sectors and ways to advance sustainable development. The summit runs from Wednesday to Friday, with an opening gala Tuesday. ""Digital technologies do not merely offer new tools, but they are fundamentally changing how art is created, distributed and experienced. At the same time, they also present new issues, such as social exclusion through the digital divide, copyright concerns and artificial intelligence (AI) ethics,"" Byoung Gug Choung, chair of the Arts Council Korea (ARKO), said in a statement. ""As these winds of change sweep across the globe, we find ourselves at a critical moment where we must come together to reflect on how we will navigate them."" Hosted ahead of UNESCO’s cultural policy conference MONDIACULT 2025 in Barcelona slated for September, this year’s World Summit focuses on futureproofing culture through three key themes: knowledge systems and agency; participatory systems and connecte",https://www.koreatimes.co.kr/lifestyle/people-events/20250527/global-cultural-leaders-gather-in-seoul-to-chart-sustainable-future-for-arts?utm_source=rss,South Korea
AI sometimes deceives to survive. Does anybody care?,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"You’d think that as artificial intelligence becomes more advanced, governments would be more interested in making it safer. The opposite seems to be the case. Not long after taking office, the Trump administration scrapped an executive order that pushed tech companies to safety test their AI models, and it also hollowed out a regulatory body that did that testing. The state of California in September 2024 spiked a bill forcing more scrutiny on sophisticated AI models, and the global AI Safety Summit started by the U.K. in 2023 became the “AI Action Summit” earlier this year, seemingly driven by a fear of falling behind on AI. None of this would be so worrying if it weren’t for the fact that AI is showing some bright red flags: behavior described by researchers as self-preserving and deceptive. Just as lawmakers are losing interest in the safety of AI, it is looking more difficult to control. Yoshua Bengio, a professor of computer science at the University of Montreal widely known as one of the three “godfathers of AI” thanks to his pioneering work on deep learning, has been g",https://www.koreatimes.co.kr/opinion/20250527/ai-sometimes-deceives-to-survive-does-anybody-care?utm_source=rss,South Korea
"Korea’s upcoming presidential election to reflect generational, ideological shifts","Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"The June 3 presidential election will be the first in Korea’s history where voters aged 60 and over outnumber those under 40, marking a significant demographic shift that could reshape the country’s political dynamics. Despite the conventional belief that older voters support conservatives while younger voters tend to favor progressives, both the conservative People Power Party (PPP) and the liberal Democratic Party of Korea (DPK) are wary of relying on these assumptions in the snap election that has been shaped by the impeachment of former President Yoon Suk Yeol. According to data released late last week by the Ministry of the Interior and Safety, a total of 44.39 million people are eligible to vote in the upcoming June election. Voters in their 60s and 70s now make up about 33 percent of the electorate, surpassing the combined 28 percent of those in their 20s (13.1 percent) and 30s (14.9 percent). The remaining 38 percent consists of voters in their 40s and 50s. Compared to the last presidential election, the proportion of voters aged 60 and over has increased by about 3 percentag",https://www.koreatimes.co.kr/southkorea/politics/20250527/koreas-upcoming-presidential-election-to-reflect-generational-ideological-shifts?utm_source=rss,South Korea
Hyundai Motor speeds up relocation of production amid tariff risks,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Hyundai Motor is accelerating the relocation of some of its production from Korea to the United States to mitigate mounting tariff risks. Starting on Tuesday, the carmaker will partially suspend operation for its production line in the southeastern city of Ulsan. The suspension will last for four days, during which period its production of the flagship IONIQ 5 electric vehicle (EV) and Kona Electric will be halted. The production decline will be offset by its increased production in the U.S., as vehicles assembled there will be exempt from the country’s 25-percent auto tariff. In particular, Hyundai Motor is ramping up EV production at its Hyundai Motor Group Metaplant America. According to company data, the factory produced more than 11,000 IONIQ 5 EVs in the first quarter of this year, following the start of vehicle assembly in October last year. Hyundai Motor Group’s key auto brands — Hyundai Motor and Kia — plan to expand their U.S. production to 1.2 million vehicles in the future to counter the tariff shock. The move is inevitable due to the carmakers’ heavy reliance on the",https://www.koreatimes.co.kr/business/companies/20250527/hyundai-motor-speeds-up-relocation-of-production-amid-tariff-risks?utm_source=rss,South Korea
"Netflix’s Korean animation ‘Lost in Starlight’ illuminates love, loss, Seoul’s future","Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Netflix will make history with the release of its first Korean animated feature film, “Lost in Starlight,” premiering globally on May 30. Written and directed by Han Ji-won, the film is a visually arresting, emotionally resonant romance set in a futuristic Seoul circa 2050, told through the voices of acclaimed actors Kim Tae-ri and Hong Kyung. “Lost in Starlight” follows the emotional connection between Nan-young (Kim), an ambitious astronaut dreaming of exploring Mars, and Jay (Hong), a talented musician who had to put aside his artistic pursuits. Their fateful encounter, sparked by Nan-young’s quest to repair her late mother’s cherished turntable, sets them on a journey that spans not only the city’s neon-lit streets but also the emotional distance between Earth and Mars. Director Han explained the significance of the film’s title and how the theme of love plays a pivotal role. “It’s about being far apart like Mars and Earth,” the director told reporters after screening at a theater in Seoul, Tuesday. “It’s a love story, but also about parting ways the moment l",https://www.koreatimes.co.kr/entertainment/films/20250527/netflixs-korean-animation-lost-in-starlight-illuminates-love-loss-seouls-future?utm_source=rss,South Korea
"DPK's Lee, PPP's Kim express deep condolences over death of ex-U.S. Congressman Rangel","Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Democratic Party of Korea (DPK) presidential candidate Lee Jae-myung and People Power Party (PPP) presidential candidate Kim Moon-soo expressed deep condolences Tuesday over the death of former Congressman Charles Rangel, a decorated Korean War veteran and longtime supporter of South Korea. In a Facebook post, Lee described Rangel as a ""Korean War veteran and true friend"" of Korea, noting his service in the U.S. Congress for 46 years and experience as a founding member of the Congressional Caucus on Korea. ""He was a precious companion who shared the pain of Korea's division and dreamed of reunification with us,"" Lee wrote. ""The peace and prosperity we enjoy today were made possible by the dedication and friendship of people like him. I express my deep condolences and sorrow. Lee also stressed that the Korea-U.S. alliance has advanced beyond cooperation into a ""true partnership with shared values and vision."" Kim touted the former congressman as a ""hero"" who saved South Korea from the threat of communism. ""Congressman Rangel served in the Korean War ... and is a hero who saved the Republic",https://www.koreatimes.co.kr/southkorea/politics/20250527/dpks-lee-jae-myung-expresses-condolences-over-death-of-ex-us-congressman-rangel?utm_source=rss,South Korea
Korean scout chief awarded Sakura Gold Medal,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Lee Chan-hee, president of the Korea Scout Association and senior legal advisor at Yulchon LLC, was awarded the Sakura Gold Medal at the national jamboree of the Scout Association of Japan in Fukuoka on Saturday. The medal is the highest honor given by the Japanese Scouts to foreign leaders for exceptional contributions to international scouting. The Scout Association of Japan said it recognized Lee for revitalizing international exchange programs that had been suspended during the COVID-19 pandemic and for actively supporting youth engagement on the global stage since taking office in February 2024. A former Scout throughout his early school years, Lee graduated from Yongmoon High School and earned a law degree from Yonsei University. He passed Korea’s national bar exam in 1998, completed the Judicial Research and Training Institute in 1999 and began practicing law in 2001. Lee has held several prominent positions, including arbitrator at the Korean Commercial Arbitration Board, president of the Seoul Bar Association and president of the Korean Bar Association. He previously served as",https://www.koreatimes.co.kr/southkorea/society/20250527/korean-scout-chief-awarded-sakura-gold-medal?utm_source=rss,South Korea
Active duty soldier who handed over military secrets to China has Chinese background,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"An active duty soldier, who allegedly handed over military secrets to a Chinese intelligence organization, has been found to be of Chinese background, a Korean lawmaker said Tuesday, citing the case's indictment. The Army sergeant, who was born in China in 2003 to a Chinese mother and a Korean father, lived most of his life in Beijing before entering Korea's mandatory military service in December 2023, according to a copy of his indictment submitted to Rep. Kang Dae-sik of the People Power Party. The soldier, who served in an unidentified front-line unit, was indicted by military prosecutors earlier this month on charges of benefiting an enemy after his arrest on April 18. The soldier was allegedly first approached by personnel under the Intelligence Bureau of the Chinese People's Liberation Army's Joint Staff Department after he posted photos of himself in uniform on Chinese social media. Last August, he met a Chinese operative in Beijing while on vacation and later received instructions to send documents on Ulchi Freedom Shield — an annual Korea-U.S. military exercise. The material in",https://www.koreatimes.co.kr/southkorea/defense/20250527/active-duty-soldier-who-handed-over-military-secrets-to-china-has-chinese-background?utm_source=rss,South Korea
Turbulent global economy shakes up KOSPI market cap rankings,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Top-ranked companies by market capitalization on the benchmark KOSPI are experiencing ups and downs in the face of global economic turbulence under U.S. President Donald Trump’s second term. Multiple companies have either moved up or down on the market cap list, after Trump made a tumultuous return to the White House on Jan. 20 and unleashed policies that challenged international norms. The listed firms’ fortunes diverged in relation to Trump’s aggressive tariff policy, commitment to enhance military capabilities and unstable monetary shifts, which were behind the financial market volatility around the world. According to the Korea Exchange (KRX), Korea's top carmaker Hyundai Motor saw its market cap at 37.15 trillion won ($27.11 billion), Tuesday, down from 44.29 trillion won on Jan. 2, as the U.S. trade barrier takes a toll on car exports. On April 3, the Trump administration imposed a 25 percent tariff on imported cars as part of item-specific duties. The measure is separate from a 25 percent “reciprocal” tariff that is at the center of Washington’s hostile trade policies a",https://www.koreatimes.co.kr/business/banking-finance/20250527/turbulent-global-economy-shakes-up-kospi-market-cap-rankings?utm_source=rss,South Korea
"Week from Election Day, DPK' Lee maintains lead; PPP's Kim gains ground in polls","Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"With the presidential election just a week away, Democratic Party of Korea (DPK) candidate Lee Jae-myung kept a lead in opinion polls on Tuesday, while People Power Party (PPP) candidate Kim Moon-soo saw his support steadily gain. Minor Reform Party (RP) candidate Lee Jun-seok, who has ruled out a candidacy merger with Kim, also maintained his double-digit support. From Wednesday, the release of new opinion polls will be prohibited under election law. Several weekend surveys showed the DPK's Lee leading his two rivals by more than the margin of error of 3.1 percentage points. In a Gallup Korea poll conducted from Saturday to Sunday commissioned by the JoongAng Ilbo, the DPK's Lee secured 49 percent support, ahead of Kim with 35 percent and Lee Jun-seok with 11 percent. In hypothetical head-to-head matchups, the DPK's Lee led PPP's Kim by 52 percent to 42 percent, and the RP's Lee by 51 percent to 40 percent. Another poll by Research & Research, commissioned by the Dong-A Ilbo and conducted on Saturday and Sunday, showed the DPK's Lee with 45.9 percent, followed by PPP's Kim with 34.4 perc",https://www.koreatimes.co.kr/southkorea/politics/20250527/week-from-election-day-dpk-lee-maintains-lead-ppps-kim-gains-ground-in-polls?utm_source=rss,South Korea
[PHOTO] Indian parliamentary delegation visits Seoul,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Indian Ambassador to Korea Amit Kumar, left, and the All-Party Parliamentary delegation, meet with Korean journalists in Seoul, Monday, reaffirming India’s zero-tolerance policy on terrorism. The delegation visited Seoul during a multination tour of Asia amid rising tensions with Pakistan. Courtesy of Embassy of India in Seoul",https://www.koreatimes.co.kr/foreignaffairs/20250527/photo-indian-parliamentary-delegation-visits-seoul?utm_source=rss,South Korea
Experts discuss solutions for crisis-stricken domestic industries at Korea Forum,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Facing challenges from China’s rapidly advancing technologies across industries and heightened U.S. trade restrictions, businesses in Korea are under mounting pressure to come up with proactive, forward-looking strategies. In light of this, The Korea Forum, co-hosted by The Korea Times and its sister paper the Hankook Ilbo, invited experts to discuss practical solutions to help Korea’s key industries — semiconductors, carmaking, steel and shipbuilding — navigate these crises. At the forum in central Seoul on Tuesday, Sungkyunkwan University professor Kwon Seok-joon highlighted how the local semiconductor sector must adapt to intensifying competition from countries like China and Taiwan. He stressed semiconductor memory companies should pivot toward customized and hybrid memory products to stay ahead of the curve and position themselves as irreplaceable players. The professor noted that with AI conversion across industries, the focus would shift from graphics processing units to neural processing units and tensor processing units. “Given that Korea still has capabilities and expe",https://www.koreatimes.co.kr/business/tech-science/20250527/experts-discuss-solutions-for-crisis-stricken-domestic-industries-at-korea-forum?utm_source=rss,South Korea
"Hwang Jung-eum finalizes divorce, asset seizure to be lifted","Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Actor Hwang Jung-eum has officially finalized her divorce, with her agency confirming that the legal proceedings have concluded amicably. As a result, the provisional seizure of her assets, which had been imposed during the divorce process, is expected to be lifted. “Hwang Jung-eum’s divorce has been finalized with the family court’s mediation decision. The divorce is now legally effective,"" her agency Y.ONE Entertainment said in a statement Monday. The agency also addressed recent reports regarding the provisional seizure of real estate assets, explaining that both parties had taken legal steps to preserve their respective interests in shared property. The agency said such measures are common in divorce proceedings and were part of the standard process. Now that the case is closed, all asset seizure measures will be lifted, it said. “We sincerely apologize for the concern caused by various issues during the actress’s personal divorce proceedings,” the agency said. “We are also doing our best to bring a swift resolution to the ongoing legal matters involving her personal co",https://www.koreatimes.co.kr/entertainment/shows-dramas/20250527/hwang-jung-eum-finalizes-divorce-asset-seizure-to-be-lifted?utm_source=rss,South Korea
Think tank slashes Korea's 2025 growth outlook to 1% amid sluggish exports,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Korea's state-run think tank on Tuesday sharply cut its growth forecast for the local economy this year to 1 percent, citing a slowdown in exports and domestic consumption. The revised projection by the Korea Institute for Industrial Economics and Trade (KIET) represents a 1.1 percentage-point drop from its previous estimate of 2.1 percent growth presented late last year. The revision comes after another major economic think tank, the Korea Development Institute, lowered its 2025 growth forecast to 0.8 percent and the International Monetary Fund to 1 percent earlier this year. The KIET said Korea's gross domestic product (GDP) is expected to grow 0.5 percent in the first half and 1.4 percent in the second half. ""This year, the local economy is expected to face sluggish export growth due to uncertainties in U.S. tariff policies and limited recovery in domestic consumption despite the planned launch of a new administration and execution of extra budget,"" KIET's report read. The KIET also projected Korea's exports to decline 1.9 percent from a year earlier to $670.6 billion in 2025 amid weak",https://www.koreatimes.co.kr/economy/20250527/think-tank-slashes-south-koreas-2025-growth-outlook-to-1-amid-sluggish-exports?utm_source=rss,South Korea
Face of Uzbekistan beauty contest nominates participants for Asia Model Festival,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"The 2025 Face of Uzbekistan has nominated this year’s participants for the upcoming Asia Model Festival slated for October. Sponsored by low-cost carrier T’way Air and non-fungible token (NFT) platform UZNEX, the beauty contest was held at Navruz Ethnopark in Tashkent, Uzbekistan, May 17. The show was relayed via Uzbekistan’s largest broadcaster My5-TV and fast-growing R-TV. Nearly 1,000 models submitted applications for the beauty event, a release said. Of them, the contest nominated 23 finalists to compete for a spot in the upcoming Asia Model Festival. Participating models appeared on the catwalk and performed for audience. The release said Abdullayeva Shakhnoza won the event’s grand prix while Samatov Kozimjon won the men's division and Mangutova Evelina won the women’s division. The three are expected to participate in the one-week festival in October. UZNEX’s blockchain-based voting system was used for the nomination process. A total of 400 voters participated via the system, it added. Uzbek pop band YALLA also performed during the event. The Asia Model Festival is one of",https://www.koreatimes.co.kr/lifestyle/people-events/20250527/face-of-uzbekistan-beauty-contest-nominates-participants-for-asia-model-festival?utm_source=rss,South Korea
Newcastle United to visit Korea for preseason matches,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Newcastle United and a team of Korean league All-Stars will join Tottenham Hotspur in a series of preseason matches here this summer. Korean streaming service Coupang Play announced Tuesday that Newcastle United will make their first trip to Korea as part of the ""2025 Coupang Play Series,"" the company's annual event featuring popular European football clubs for summer exhibitions. Coupang had announced on May 19 that Tottenham Hotspur, featuring Korean-born captain Son Heung-min, will visit Korea for the third time in four years for the preseason series. With Newcastle United's visit, Coupang Play Series will pit two Premier League clubs against each other for the first time since its inception in 2022. Newcastle United won the English Football League Cup in March, beating Liverpool for their first domestic trophy in 70 years. They also finished fifth in the Premier League to secure a spot in the UEFA Champions League next season. Newcastle's attack is led by Alexander Isak, who finished second overall in the Premier League this season with 23 goals. Their English midfielder Harvey Barnes",https://www.koreatimes.co.kr/sports/20250527/newcastle-united-to-visit-south-korea-for-preseason-matches?utm_source=rss,South Korea
Football unites after car ploughs into Liverpool victory parade,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"LIVERPOOL — The football world united on Tuesday after 27 people were hospitalised when a car ploughed into a packed crowd celebrating Liverpool winning the Premier League. Police ruled out terrorism following the incident in the city on Monday as thousands turned out in torrential rain to see Liverpool's victory parade. Four children were among those hurt, one seriously, after a dark-coloured vehicle swerved through the crowd minutes after the players' open-top bus passed by. Police arrested a 53-year-old white British man. ""Our thoughts and prayers are with those who have been affected by this serious incident,"" Liverpool posted on X, where several Premier League clubs offered their support. Great rivals Manchester United wrote: ""Our thoughts are with LFC and the city of Liverpool after today's awful incident."" On the blue side of Merseyside, Everton said: ""Our thoughts are with all those who have been affected by this serious incident in our city."" Deposed Premier League champions Manchester City wrote: ""The thoughts of everyone at Manchester City are with those injured or affected by",https://www.koreatimes.co.kr/world/20250527/football-unites-after-car-ploughs-into-liverpool-victory-parade?utm_source=rss,South Korea
"OCI Holdings signs energy storage agreement with CPS Energy, Vertech","Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"OCI Holdings announced Tuesday that its U.S. subsidiary, OCI Energy, has signed a three-party memorandum of understanding with CPS Energy, a Texas-based energy provider, and Vertech, the U.S. subsidiary of LG Energy Solution, to collaborate on energy storage system (ESS) projects in North America. The signing ceremony took place Monday at OCI’s headquarters in Seoul. Under the agreement, OCI Energy will obtain ESS batteries from Vertech, store solar energy generated during the daytime and sell the stored electricity to CPS Energy. CPS Energy is the largest municipally owned electric and natural gas utility in the United States, serving about 1.28 million customers in Texas. The partnership will launch with the Alamo City ESS project, scheduled for completion by the end of 2026, and expand to cover OCI Energy’s pipeline of 13 ESS projects totaling around 3 gigawatts. The Alamo City ESS project is a solar power facility under development on a 35-acre site in southeastern Bexar County in Texas. It will combine a 120-megawatt solar photovoltaic system with a 480-megawatt-hour energy stor",https://www.koreatimes.co.kr/business/companies/20250527/oci-holdings-signs-energy-storage-agreement-with-cps-energy-vertech?utm_source=rss,South Korea
Hanwha Systems wins $40 mil. contract to develop radar for next-gen missile defense system,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Hanwha Systems said Tuesday it has been selected as the developer of a multifunction radar (MFR) prototype for Korea's next-generation long-range surface-to-air missile (L-SAM) defense system. The company said it has won a 54.7 billion-won ($40 million) contract from the state-run Agency for Defense Development to develop a MFR prototype as part of the second phase of the L-SAM system upgrade. A MFR is responsible for real-time detection, tracking of multiple incoming targets and missile guidance. The prototype will be equipped with high-precision functionalities to extend the detection and tracking range for ballistic missile threats, surpassing those of the current L-SAM system. Hanwha Systems previously developed and supplied MFRs for the Cheongung and Cheongung-II systems. It is also the radar systems provider for the next-generation Korean destroyer KDDX and the homegrown KF-21 fighter jet. ""We are committed to developing world-class, high-performance radar solutions to help the Korean military respond effectively to evolving aerial threats,"" said Park Hyuk, head of Hanwha Systems'",https://www.koreatimes.co.kr/business/companies/20250527/hanwha-systems-wins-40-million-contract-to-develop-radar-for-next-gen-missile-defense-system?utm_source=rss,South Korea
"Korea, US must anchor ties in shipbuilding","Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Then Deputy Prime Minister Choi Sang-mok with his trade minister convened a “2+2 Trade Consultation” with their American counterparts on April 25 to address Washington's recent threat of a 25 percent tariff and to explore cooperation amid rising geopolitical tensions. Notably, discussions extended beyond tariffs, highlighting sectors for potential collaboration, including the shipbuilding industry. The post-1953 paradigm of Korea as security client and America as security guarantor has grown increasingly anachronistic. Its asymmetry has created inherent vulnerabilities in the alliance’s foundations, vulnerabilities laid bare whenever Washington consideres a new regional strategy or contemplates rebalancing its presence on the peninsula. What has become clear in recent weeks is that Korea must seek recognition as an essential industrial partner in America’s strategic calculus that goes beyond tariff exemptions. Alliances endure when they reflect mutual indispensability rather than unilateral dependency, and a partnership between Korean and American shipbuilding industries could",https://www.koreatimes.co.kr/opinion/20250527/korea-us-must-anchor-ties-in-shipbuilding?utm_source=rss,South Korea
Veteran actor Choi Jung-woo dead at 68,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Veteran actor Choi Jung-woo, known for his roles in dramas such as “The Tale of Lady Ok” and films including “Miss Granny,"" died Tuesday at the age of 68. Choi died in the early hours of the morning, his agency said. The exact cause of death has not been disclosed, though it was reported that he had been battling a chronic illness. Born in 1957, Choi made his debut in 1975 with the play “The Life of an Actor” and later worked as a voice actor for TBC (Tongyang Broadcasting Company) beginning in 1980. While he built much of his career on the stage, he transitioned into film and television in the 2000s, appearing in dozens of acclaimed works. His film credits include “Two Cops,” “Sympathy for Lady Vengeance,” “The Chaser,” “The Witch,” “Smugglers,” “The Moon” and the “Project Silence.” On the small screen, he appeared in popular dramas such as “The Painter of the Wind,” “Prosecutor Princess,” “Tree with Deep Roots” and “My Daughter Seo-young.” Earlier this year, he played Park Joon-ki in “The Tale of Lady Ok,” a character suspicious",https://www.koreatimes.co.kr/entertainment/shows-dramas/20250527/veteran-actor-choi-jung-woo-dead-at-68?utm_source=rss,South Korea
Last-place Daegu FC hire new head coach,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Daegu FC, mired in last place in the top Korean football league, filled their head coaching vacancy Tuesday, more than a month after their former boss stepped down. Daegu FC announced Kim Byung-soo as their new head coach. He replaces Park Chang-hyun, who resigned April 13 to take the fall for the club's poor start to the 2025 K League 1 season. Daegu were in 11th place among 12 clubs in the K League 1 at the time of Park's resignation, with two wins, one draw and six losses. Under caretaker boss Suh Dong-won, they notched just one win, one draw and four losses to fall to last place. Kim Byung-soo previously served as head coach of Gangwon FC from 2018 to 2021 and then Suwon Samsung Bluewings in 2023. Daegu said Kim was the right person to drag the club out of trouble and bring a fresh set of strategic and tactical ideas to the table. ""At his previous coaching stops, Kim showed his considerable tactical acumen,"" Daegu FC said in a statement. ""He has been particularly adept at getting his teams to make creative and well-organized passes."" Kim is scheduled to meet with his players Thursday a",https://www.koreatimes.co.kr/sports/20250527/last-place-daegu-fc-hire-new-head-coach?utm_source=rss,South Korea
Candidates ramp up campaigns as DPK's Lee maintains lead in tightening 3-way race,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Presidential candidates are ramping up their campaigns with just one week left until the June election on Tuesday, as Democratic Party of Korea (DPK) candidate Lee Jae-myung continues to lead a tightening three-way race, with People Power Party (PPP) rival Kim Moon-soo steadily closing the gap. Lee has led polls in the race shaped by the fallout from former President Yoon Suk Yeol's botched martial law declaration in December, which ultimately led to his ouster, but Kim has been narrowing the margin on the back of conservative support. In the final stretch of the campaign before two-day early voting begins Thursday, Kim is making a last-ditch effort to unify his candidacy with Lee Jun-seok, the candidate of minor Reform Party (RP) and a former PPP leader, who recently garnered double-digit support. A Realmeter survey released Saturday showed support for the DPK's Lee at 46.6 percent, followed by Kim with 37.6 percent and the RP's Lee with 10.4 percent. The public release of new opinion polls will be prohibited beginning Wednesday under election law, leaving this week's surveys as the las",https://www.koreatimes.co.kr/southkorea/politics/20250527/candidates-ramp-up-campaigns-as-dpks-lee-jae-myung-maintains-lead-in-tightening-3-way-race?utm_source=rss,South Korea
Banks' lending rates down in April amid monetary easing cycle,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Banks' loan rates fell for the fifth straight month in April, data showed Tuesday, as the central bank has been on a monetary easing cycle. The average lending rate of banks applied to new loans came to 4.19 percent last month, down 0.17 percentage point from a month earlier, according to the data from the Bank of Korea (BOK). The rate has been on a constant decline since December 2024. In detail, banks' average lending rate for corporate loans shed 0.18 percentage point to 4.14 percent, while their lending rate on household loans lost 0.15 percentage point to 4.36 percent. The rate that banks pay for deposits also fell 0.13 percentage point to 2.71 percent, the seventh consecutive monthly decline. The spread on banks' lending and deposit rates, accordingly, narrowed to 1.48 percentage points in April from the previous month's 1.52 percentage points, the data showed.",https://www.koreatimes.co.kr/economy/20250527/banks-lending-rates-down-in-april-amid-monetary-easing-cycle?utm_source=rss,South Korea
Ex-President Park Geun-hye visits father's birthplace,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Former President Park Geun-hye visited the birthplace of her father, late President Park Chung-hee, on Tuesday. The 73-year-old Park paid tribute at a memorial dedicated to her father in Gumi, about 260 kilometers southeast of Seoul, three days after People Power Party (PPP) presidential candidate Kim Moon-soo paid tribute at the birthplaces of the late President Park and Park's mother, Yook Young-soo, and made a courtesy call on Park Geun-hye. As part of his efforts to appeal to conservative voters, Kim praised the late president's contributions to Korea's economic development and pledged to help restore the reputation of Park Geun-hye, who was impeached and removed from office in 2017 on charges of bribery and abuse of power. ""I saw candidate Kim Moon-soo visiting my father's birthplace here in Gumi and my mother's birthplace in Okcheon a few days ago, and it made me really want to visit as well,"" Park told reporters, adding she would visit her mother's birthplace later in the day. ""Isn't the country going through a difficult time in many ways? That's why I've been thinking a lot about",https://www.koreatimes.co.kr/southkorea/politics/20250527/former-president-park-geun-hye-visits-fathers-birthplace?utm_source=rss,South Korea
"Korean, Japanese biz leaders hold annual conference to discuss deepening economic ties","Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Business leaders from Korea and Japan kicked off their annual conference Tuesday to discuss expanding bilateral cooperation in supply chains, energy and trade, Seoul's industry ministry said. The 57th Korea-Japan Business Conference will be held through Wednesday in Seoul, bringing together some 300 economic leaders from the two countries, according to the Ministry of Trade, Industry and Energy. In this year's event, the two sides plan to discuss ways to deepen bilateral economic cooperation, marking the 60th anniversary of the normalization of diplomatic ties between Seoul and Tokyo. In detail, the Korean and Japanese business leaders will exchange opinions on collaborations in advanced industries, such as artificial intelligence (AI), semiconductors and bio, as well as efforts to achieve carbon neutrality. They will also discuss efforts to push for a bilateral free trade agreement between the two countries to expand their cooperation and facilitate people-to-people exchanges. In a congratulatory message, Korean Trade Minister Cheong In-kyo called for joint efforts to respond to supply c",https://www.koreatimes.co.kr/business/20250527/south-korean-japanese-business-leaders-hold-annual-conference-to-discuss-deepening-economic-ties?utm_source=rss,South Korea
‘Vote for me’ becomes ‘watch me dance’: Korean campaigns in the age of social media,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"With just a week remaining before the presidential election, the race for votes has intensified as lawmakers, dressed not in formal suits but in their parties’ vibrant campaign uniforms, flock to the streets. Once they join the campaign trail, many seem to undergo a transformation — throwing themselves into spontaneous dances in response to cheers from supporters, all in the name of victory. These high-energy performances have proven effective in drawing attention and maximizing engagement with voters. A YouTube video of lawmaker Kim Sang-wook, who recently joined the Democratic Party of Korea (DPK) and danced at a rally for candidate Lee Jae-myung, has surpassed 1.96 million views. A video of People Power Party candidate Kim Moon-soo performing choreography with campaign workers has racked up 580,000 views, while a clip of DPK lawmaker Park Sun-won — formerly the first deputy director of the National Intelligence Service — doing a bold tumbling move has garnered 510,000 views. The strong promotional impact of such videos has turned dancing politicians into a staple of campaign",https://www.koreatimes.co.kr/southkorea/politics/20250527/vote-for-me-becomes-watch-me-dance-korean-campaigns-in-the-age-of-social-media?utm_source=rss,South Korea
BTS Jin's 'Don't Say You Love Me' hits No. 1 on Spotify's daily global chart,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Jin of K-pop superstars BTS has topped Spotify's global chart with his latest song, ""Don't Say You Love Me,"" BigHit Music said Tuesday. The song rose to the top spot of the Spotify Daily Top Songs Global chart for May 25. It had previously debuted at No. 9 on the chart upon its release on May 16. ""Don't Say You Love Me,"" the main track from the artist's second solo EP, ""Echo,"" delves into the ironic complexities of a crumbling relationship, where — despite the evident breakdown — the lovers find themselves unable to easily let go due to their lingering affection.",https://www.koreatimes.co.kr/entertainment/k-pop/20250527/bts-jins-dont-say-you-love-me-hits-no-1-on-spotifys-daily-global-chart?utm_source=rss,South Korea
